店铺名称,店铺id,,,,,
lucky_來臨,http://www.dianping.com/member/802862079,40,口味：4.0 环境：4.0 服务：4.0 性价比：5.0 人均：80元,喜欢的菜： 脆皮大肠 油淋鸡 嫩菱芦笋 干炸臭豆腐 蛋黄南瓜 醉虾,2019-07-15 12:39,杭州2019大众点评必吃榜#福缘居酒楼地址在杭州市上城区河坊街35号(驾驶员培训中心旁)从河坊街骑了一辆单车还是很近的门面装修得比较简单一进去发现有很多人在等位基本上都满座了店的风格很是接地气脆皮大肠价格：49¥大肠皮脆脆的、肥而不腻蘸上蘸水真得好吃、带一些甜味一定要趁热吃油淋鸡价格：46¥每桌必点招牌菜、一整只鸡鸡肉很嫩不柴、味道很鲜美汤汁拌饭超级香蛋黄南瓜价格：22¥外面裹上淀粉和咸蛋黄外衣酥脆咸香、南瓜香甜软糯醉虾价格：54¥端上来虾还在蹦跶等着完全醉了才敢下筷蒜蓉辣酱跟酒的结合衬托出虾的鲜甜干炸臭豆腐价格：20¥大老远就闻到了臭豆腐的味道脆香、有嚼劲总体物美价廉性价比高值得去拔草人多需要排号等座去过的话相信不会踩雷的	
傻叽叽的小太阳,http://www.dianping.com/member/881231048,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 脆皮大肠 嫩菱芦笋,2019-07-15 11:14,圆梦之旅的晚饭！其实已经有点饱了，但是福缘居真的是一直想来总的来说，没想象中那么好吃，有点偏咸，不过算是看菜单都想吃的。菜品非常丰富了脆皮大肠的蘸汁非常棒，是甜辣口的，大肠外脆里嫩，但是有一丢丢干。Emmm我还是更喜欢dm家的八宝油条，偏咸，脆是挺脆的，沾一点下面的芡汁挺不错的，青豆，蘑菇味道刚刚好咸蛋黄南瓜，味道跟新白鹿一模一样啊！就是油油的，烫烫的，然后表皮有一层脆脆的仿佛芡汁包裹，调味不错鳝段，最咸的一道菜，非常浓郁酱香味，鳝段也比较嫩，蒜子都很好吃，配饭或者面条肯定神仙嫩菱芦笋，这道菜简直全场最佳，惊喜！就是很清口，该嫩的嫩，该脆的脆，很鲜，调味刚刚好。好久没有吃到蔬菜那么鲜嫩爽口的了没有糖醋排骨真是让我这个疯狂糖醋难受了这家店要是配饭，那绝对可以了	
Luuuyia,http://www.dianping.com/member/1736677643,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,喜欢的菜： 脆皮大肠 油淋鸡 醉虾,2019-07-15 10:03,【大胃少女穷吃记】福缘居酒楼「脆皮大肠」炸过的大肠吃起来又酥又弹，搭配的卤汁蘸一下超级好吃，一盘上来吃的干干净净，配饭就很棒啊「油淋鸡」鸡肉是预先炸过的，皮有点点酥就不会腻口，鸡肉口感很嫩又大块，碗底的酱汁很赞「醉虾」超级活泼的虾，上桌后千万别急着掀盖子拍照，因为虾还没醉晕过去，个头大的还会蹦出碗里，有点刺激哈哈哈	
Lau,http://www.dianping.com/member/105992280,40,口味：4.0 环境：3.0 服务：3.0 性价比：3.0,,2019-07-15 07:14,首先汤，我给高分，因为汤底浓郁，肉和菜搭配得刚刚好。西湖醋鱼我真的是欣赏不来。总觉得鱼有一股腥味，也酸得够奇怪，莫名其妙的味道。虾仁是新鲜的虾，虾肉爽滑Q弹，味道也就中规中矩的吧。敲重点表扬一下这个鸡和肥肠。可以说是我在杭州吃过最好吃得两道菜了！最后一个红烧肉……我还是觉得知味观好吃一点。	
不吃海带其他随意,http://www.dianping.com/member/1148780005,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-07-14 23:34,来杭州玩，看到评价说这是一家很好吃的浙菜。于是慕名而来，从河坊街骑了一辆共享单车，还是很近的。很多人排队，取号的时候前面还有好多桌，但是我说我们拼桌就立刻给我们安排了。真幸运。整个店的风格很接地气。菜品太好吃了，点了三个推荐菜「脆皮大肠」真的是每桌一份，大肠洗的很干净，肥而不腻，要趁热吃。「油淋鸡」很香，感觉还可以。「蛋黄南瓜」外面是咸蛋黄还点了一个东坡肉。没有吃完。两个人我觉得点一荤一素就够了，如果很饿就两荤一素。非常好吃非常便宜。	
月半月半白勺_7491,http://www.dianping.com/member/175134105,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：80元,喜欢的菜： 油淋鸡 脆皮大肠 醉虾 家常豆腐,2019-07-14 21:45,本人吃货一个，到了福缘居，为了大肠醉虾而来，如果说游客，那这个味道绝对赞了，但是对于杭州本地人，又是吃货，我觉得还有上升空间，醉虾的白酒味，还可以略重！口味偏淡了，不醉，大肠卤到位了，但是大油锅炸，外面这个皮，炸的不够脆，至少我去那天炸的几乎和老奶奶的皮肤一样，软不拉几！其它点的油淋鸡，里面都还是冷的，味道是不错，但外面热的，里面咬进去却是冷的，我觉得不合适！但还是要点赞，本人对吃要求略高！勿怪！	
米其林是什么鬼,http://www.dianping.com/member/161376064,40,口味：4.0 环境：3.0 服务：3.0 性价比：3.0,,2019-07-14 20:46,到了杭州第一站就是这里。不太好找，刚开始还方向走反了。等赶到地头，五点出头，前面已经排了十五桌了。老板娘说要等四十分钟左右，还真准，差不多这个时间，轮到我们，不过超低价的糖醋里脊已经卖完，好在是来拨草不是捡漏，关系不大。排行榜第一的脆皮大肠刚入口感觉很硬，完全不同于上海的面浇，好在越嚼越香，的确不错。醉虾酸甜合适，调味卡得正好，酒味也不重，好吃！蒜子炒鳝段没有点错，色面悦目香味扑鼻，一定要趁热吃。颇具人气的蛋黄南瓜个人倒没觉得有何可取之处.....总体上来说，口味满意，但菜量却显少了。	
87qingqing,http://www.dianping.com/member/29254506,40,口味：4.0 环境：3.0 服务：3.0 性价比：3.0 人均：67元,,2019-07-14 19:54,几年前去过一次福缘居，那时候他家还在惠民路老店，后来拆迁办到河坊街，印象深刻第一次就惊艳了我，当时吃撑。这次聊到他家，就和两个同事中午跑来吃，工作日中午还是比较空的，点了招牌的大肠、油淋鸡、蛋黄南瓜、糖醋里脊、干炸臭豆腐和醉虾。油淋鸡觉得没有第一次好吃，这几年的鸡各家店基本品质不行，都是饲料鸡🐔，所以做不出好吃的鸡来。这次最惊艳的是醉虾，第一次吃他家的，他家在酱料里放了豆瓣酱，味道浓郁。蛋黄南瓜、臭豆腐和糖醋里脊就是杭州味道。大肠我还是喜欢德明家的，但是他家味道也不错	
爱次爱次爱次,http://www.dianping.com/member/29493493,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：160元,喜欢的菜： 脆皮大肠 油淋鸡,2019-07-14 19:30,这家餐厅在热闹的河坊街步行街的另外一边，比较安静的街道，而且由于市政修路，门口路被拦起来缩小了，我以为人不会很多，走进去一看全是排队的啊！饭点差不多等了40分钟吧，建议8:20去肯定有位子。说回菜品，值得等待！点菜是爷叔说想不好吃什么我来推荐，我说早就都想好了！笋干虾，大肠，油淋鸡，肉骨蟹，丝瓜笋干番茄。除了油淋鸡觉得没有那么有吸引力以外，其他菜全部吼吼吃啊！这里除了大堂还有包间。一样客满火爆！脆皮大肠感觉已经没有油了，吃起来卤香又脆，入口不腻。完全没有异味。笋干虾也很好吃，主要虾都有虾子啊！下次还要来，试试其他菜品！	
小田切让,http://www.dianping.com/member/844690550,40,口味：4.0 环境：5.0 服务：5.0 性价比：5.0,,2019-07-14 19:05,福缘居的大肠和鸡是真的好吃啊，但是不太喜欢吃臭豆腐！	
Moment、_1111,http://www.dianping.com/member/800396016,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0 人均：72元,,2019-07-14   更新于2019-08-15 16:43,六点多到的，取了号前面还有4桌，等了半小时左右，后面排队的人越来越多了。点菜没有二维码，还是老板手写的菜单，虽然很佩服老板，但感觉还是扫码更方便照着点评上的推荐点了几个招牌菜，脆皮大肠、油淋鸡、干炸臭豆腐、醉虾等，味道不差但也没有想象中的那么好吃	
星巴克37,http://www.dianping.com/member/123545,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-07-14   更新于2019-07-15 08:32,以前貌似在惠民路的老店新开，现在名气大了都要排队了，招牌菜油淋鸡爽滑细嫩不油腻，鸡皮应该是先油炸过得，臭豆腐毛豆真下饭，不知不觉两碗饭干掉，虾姑略微有点咸，不过下酒应该不错，鱼圆汤其实很适合小朋友吃的，汤鲜美还有青菜可以让小朋友补充点叶绿素，这里除了排队其他都还好！朋友推荐的大肠个人觉得还是德明的略胜一筹吧！	
汪小小小怡老婆婆,http://www.dianping.com/member/46091830,20,口味：3.0 环境：3.0 服务：3.0 性价比：3.0 人均：100元,,2019-07-14 16:42,上了必吃榜的大名鼎鼎，今儿去五柳巷特地来拔草，以这家为例谈谈我对网红或必吃榜的看法[环境]一个大堂，几个包厢，来晚了要拼桌，跟几个火的老杭帮菜菜馆一样，呈现出本地老店的感觉[服务]本地阿姨，有本地感但是服务一般吧从菜品来看，家常菜说不上好吃，搁在前几年很新白鹿绿茶是一样的地位，来的基本上年轻小伙子小姑娘，都是来打卡的。本地老客几乎没有了。「脆皮大肠」脆皮大肠是不错的，很好吃，脆脆的「蛋黄南瓜」真的踩雷了，很腥，剩了很多，不知道是不是师傅没发挥好「八宝油条」一个字咸「笋干菜河虾」也咸，河虾感觉不是很新鲜，以我对河里生物的了解总之很一般吧	
AMY比较懒,http://www.dianping.com/member/112840989,50,口味：5.0 环境：4.0 服务：5.0 性价比：5.0,,2019-07-14 10:43,真的很好吃推荐大肠醉虾油淋鸡	
雯哥_Pesoguin,http://www.dianping.com/member/42270700,50,口味：5.0 环境：4.0 服务：5.0 性价比：5.0,喜欢的菜： 蛋黄南瓜 醉虾 葱油蛏子 清炒芦笋 爆炒腰花 拌臭豆腐 冰糖红枣,2019-07-14 09:48,这家有名气的江湖小店，查到做的是老底子杭州人的家常菜，据说是从自惠民路老店搬到现在的河坊街新店，生意更是好到不行，成了很多来杭州的游客必打卡的餐厅！到店必点它们家的醉虾！很新鲜而且味道非常好！上海因为食品安全的问题做醉虾的店越来越少了，这家的醉虾光在看点评的时候就口水直流了！到店里真正吃到的时候也觉得！实至名归！该上榜！它配得上！他们自己家的啤酒也是很厉害，味道很浓～除了这个，其他菜点单还是比较均衡的，大家可以看着菜单选自己喜欢的！这两个必须点！饭点真的人很多要排队！所以最好早点去等位。店里服务比较一般，可能生意太好…不过上菜速度是真的快，感觉刚点好，刷刷刷五分钟都不到几乎上齐了，反正来杭州福缘居感觉还是要打个卡的！	
叫我BigBen,http://www.dianping.com/member/62178298,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-07-13 19:35,[环境]环境很一般不显眼再加上边上修路使得他更不显眼了[服务]服务态度很好「脆皮大肠」大肠肥而不腻，外酥里嫩，特备好吃「油淋鸡」鸡肉很嫩，很香「蛋黄南瓜」「醉虾」虾很新鲜活蹦乱跳的「糖醋里脊」「清炒芦笋」	
徐依恋_Elan,http://www.dianping.com/member/27094129,50,口味：5.0 环境：4.0 服务：4.0 性价比：5.0 人均：0元,喜欢的菜： 腌菜抱荷包蛋 蒜子炒鳝段 马蹄芦笋 脆皮大肠 醉虾 蛋黄南瓜,2019-07-13 17:29,好吃到都光盘了！在老城区的店就是交通没那么方便，门口在修地铁，路边也不太好找位置停车。五六点到的稍微排了一会队，老板一定要求人都到齐才能进去，就怕有些人占着位置不点菜影响后面排队的客人醉虾跟蛋黄南瓜都好吃！大肠也不错，就是不敢多吃怕胖！马蹄芦笋超清口，好吃，都好吃！	
爱车爱美食胖叔叔,http://www.dianping.com/member/150313392,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0 人均：95元,喜欢的菜： 脆皮大肠 上汤菠菜 醉虾,2019-07-13 02:46,三个人点了5个人的菜，真的是我会点菜呢还是我们叁胃口好哈哈😄。知道要排队所以早早就去，今天下雨还好已经有人在排队了，找了老板，老板说能拼桌可以坐大桌不用等，我们想都没想就选择了拼桌。[环境]：毋庸置疑非常吵人多么哈哈。[服务]：基本没什么服务，都是靠自己去前台。菜自己用小本子写，也可以到吧台去点。菜就不用说了，真的蛮好吃的，又下饭，量也不少，三个人6个菜最后一个人大菜还是选择打包，吃不完了，米饭各二碗，落胃舒服😌	
痞老板,http://www.dianping.com/member/1205353574,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,喜欢的菜： 醉虾 蛋黄南瓜 油淋鸡 干炸臭豆腐 嫩菱芦笋,2019-07-12 19:24,味道都很不错因为去的是时候都很饿所以都吃完了	
绿色泡沫,http://www.dianping.com/member/39453944,40,口味：4.0 环境：3.0 服务：3.0 性价比：4.0 人均：110元,,2019-07-12 18:32,两个人点了四个菜，菜的量很大气，大肠推荐很干净没有异味，蘸着汁吃比较不错，虾油拼盘量太大了吃多了腻，建议可以把量减少一点，价格降一点，这样就可以品尝到更多的菜品了，葱油鸡感觉一般无功无过！臭豆腐想吐糟一下，炸好的臭豆腐放了黄辣酱，醋和香菜，吃起来味道不够融合，如果再放点卤汁感觉应该更好吃	
