区域,北京,餐饮类型,火锅,店铺id,264019,店铺名称,东来顺饭庄（三里河店）,经度,116.346527,纬度,39.911789
用户,星级,评论
xHG816190647,5.0,
幸福永远伴随你我,5.0,
上官薇叶,5.0,
上官薇叶,5.0,
匿名用户,4.0,
Fjn1310306,5.0,
lHo138326,5.0,
芭比蛙蛙。,4.0,
Ext945506348,5.0,
Sung1219,5.0,
yandejie,5.0,
BHF471381072,5.0,
ntp149890547,5.0,
veC797707010,4.0,
UTX542090569,3.0,
timonemoli,4.0,
Dkm154902178,5.0,
xt414011510,5.0,
颜夕洛殇,5.0,
海成哥哥啊,5.0,
海成哥哥啊,5.0,
rPs287315598,5.0,
匿名用户,5.0,
点击升级,4.0,
Moooyang,3.0,
莫离j,5.0,
WWV851675831,5.0,不错
tzyty,5.0,
hcx958886477,5.0,
区域,北京,餐饮类型,生日蛋糕,店铺id,1541309,店铺名称,半糖客瑞丝烘培坊（梨园店）,经度,116.66693,纬度,39.881553
用户,星级,评论
美幽友,5.0,秒杀价团购的，很实惠，一盒不小，打开有一股蛋糕的香味，口感绵软，稍微有点甜，再少放点糖就好了。他家没装修之前就经常在那买蛋挞、泡芙和抹茶红豆卷，经济实惠又好吃，装修后价格都涨了。这次买了他家新品闪电泡芙和奶油桶，闪电泡芙很赞👍较大一根，表皮酥脆，一咬就掉渣，满满的馅料，吃着很过瘾，就是吃到最后有点腻。奶油桶表皮像牛角面包或蛋挞的皮，上面有一些糖渣，里面是奶油馅，微甜，吃着不腻，味道不错！ #蛋挞# #绿茶红豆蛋糕# #鲜奶泡芙# #法式闪电泡芙# #奶油桶#
VIP赵董,4.0,"「#套餐：七英寸奶油水果蛋糕 1 个」图一是给的老板图片，照着做的，很满意，很漂亮，孩子爱吃奶油，跟老板说不要水果，老板也爽快的答应了，一家三口，这个大蛋糕都吃不了，推荐
建议:就是蛋糕胚子建议提高，不太好吃'应该是鸡蛋放的少，不松软，不奶香"
肉肉老邢,5.0,地理位置优越。特别好找。这个得打电话提前预约，特别好吃，小孩特别喜欢吃，都吃光了才想起拍照。而且还不腻。感觉很健康。去之前提前打电话，大约两个小时左右过去取就可以，大家路过可以进去尝一尝。值得推荐。不会后悔
Fbt372185768,5.0,蛋糕挺软的，吃一个当早餐，挺管饱的。去店里刚好买了做好的蛋挞，10元4个。还不错。
fsn468178183,5.0,特伦舒蛋糕很好吃，奶香味十足我喜欢。
yiyikangkang,5.0,非超好吃，很棒的蛋糕房，服务员美女服务态度很好，在这里又美味又舒服！
marryZLL,5.0,「#套餐：七英寸天然奶油 爆满水果 1 个」不错不错，经常订购！
gVr692459789,5.0,很好吃，值得购买
lCR357147907,5.0,好像是之前特价2.9抢购的，感觉很好吃，好评(o^^o)
匿名用户,5.0,店面不大，很整洁。蛋糕很好吃，奶味和鸡蛋的香气很浓，不甜，口感细腻
tVV731135965,5.0,软糯可口，孩子特别爱吃，当早餐或者下午茶点绝对OK！下次继续购买
hmK782479272,5.0,质量还可以物流很快习惯我问问他们开开眼
匿名用户,5.0,挺好吃的！
苦海梦彼岸,5.0,挺好
凡凡挚爱2008,5.0,孩子爱吃  沾光  哈哈
VqD163297480,5.0,买了两次蛋糕，几次泡芙了，服务态度很好，蛋糕味道还行
小公子宝宝,5.0,好
ltX788415701,5.0,位置在梨园地铁🚇站附近，在我家小区外表，每天都去他家打卡，口味基本都是半糖的噢🥰他家装修风格简约大方，挺喜欢这样的风格，服务态度都特别好，很有耐心的帮你找适合自己的食物，说话语气也很好，尤其是做蛋糕的时候，亲自看两位师傅做干净卫生，给人一种舒服的感觉🤪🤪🤪尤其是蛋挞，奶香片，超级😋好吃
匿名用户,1.0,订的蛋糕加了20块钱换成动物奶油，店员说入口会口感好，但是实际很难吃，有股腥味
dqB371685903,5.0,十年如一选择克瑞斯   家人朋友生日都是在克瑞斯选蛋糕  款式更新很快  也可以添加自己的想法  现场制作非常快 就是店里每天预定的蛋糕很多现场等需要一定的时间   哈哈 建议大家可以提前预约的呦    水果蛋糕水果非常丰盛  过生日首选克瑞斯  哈哈😜😜
whZ411006988,2.0,口味一般，奶油用的不是好奶油！不值这个钱！
sHX119028753,5.0,经常订他家的蛋糕，好吃不腻，水果新鲜！店铺位置也很好找！
QGV504470470,5.0,吃了十几年了，馅料充足，美味可口，始终如一！强烈推荐！我们全家的最爱！
馨儿428736,5.0,"对比了好几家店铺，最终还是选择他家，包装大气上档次，蛋糕很好看，整体很干净，是我要的款式，蛋糕夹层满满的新鲜水果，超级好吃，老板态度很好，以后就选择你家里👍👍👍
【口味】
【口味】"
大玲子宝贝,3.0,还不错哦，物美价廉才是老百姓最喜欢的，希望克瑞斯一直坚持下去，因为好几年都在你家买的蛋糕，不管是远近，味道也挺好的，支持！
ltX788415701,5.0,克瑞斯是一个梦开始的地方 享受了它的美味它的快乐 但最后不承和他走下去 人生之事莫过于此 希望一丝美味永留人心 这丝美味带来的快乐永留人心，克瑞斯员工加油期待你们带来的美味 ，美味配佳肴 生日愿望礼物才有意义和价值，你说呢陌生人？
QGV504470470,5.0,相当好！始终如一！材料味道都是上乘！吃了十几年依然吃不腻！
游园会吗小米,5.0,挺好的值得推荐
QGV504470470,5.0,超级好！吃过忘不了！
馨儿428736,5.0,蛋糕口味真心好吃，每次都在你家买，味道超级赞👍，从下单到配送，两位小姐姐服务态度真的没话说，特赞，感谢师傅这么远跑一趟，希望以后越来越好👏👏👏
匿名用户,1.0,克瑞斯我在你家买几年的蛋糕了， 以前真的是水果多而且味道好，这装修完了咋变样了呢，价格涨了就算了吧，水果感觉能少则少，而且黄桃罐头百分之六十都是，中间的夹心也是少的可怜，网上买的能选的样式越来越少 ，越单一，这不应该呀，应该越来越实在才对，不应该这样啊、这次的口感真的是不满意哦…… 以前买的对比图
喜气洋洋3333,5.0,很好，非常准时且蛋糕超值！喜欢！
紫露2002,5.0,蛋糕很好吃，奶油不油腻，蛋糕做的也很细腻，樱桃虽然有的个头小气了点，但也还能接受，主要是经济实惠，个头不老小，三口人已经发挥了最大潜力了。服务态度很好，因为三公里外配送要加费用，正好去那边就自己带了回来，店里的人帮我绑在车上，很感谢！看店里还有很多的糕点，下次去尝尝，蛋糕以后就你家了
凡凡挚爱2008,3.0,还好吧  孩子喜欢吃  办事路上直接解决
吃吧嘛,2.0,"还可以吧 有些不新鲜了
嗯……一般了"
真金不镀,5.0,蛋糕很漂亮，味道也不错，夹心还有装饰都是新鲜水果，赞一个
大玲子宝贝,5.0,挺好吃的，每次都它家！
匿名用户,1.0,蛋塔真的好难吃哦，蛋香奶香都没有
大玲子宝贝,5.0,经常买克瑞斯蛋糕， 非常好吃，喜欢！
爱吃会玩,4.0,很好！
aWd729246951,5.0,很好吃 做的也很精致 价格便宜经济实惠 推荐购买
krW737757721,4.0,不错不错，吃多有点腻，很漂亮，我打电话给好多蛋糕店他们都嫌我的位置远，也有好多不营业的，最后在晚上五点才订上，外面小哥要骑行不到两个小时，感谢😊，蛋糕一点损坏都没有虽然加了配送费，但能吃上蛋糕已经超开心了！！！
IXY277006069,5.0,买了很多次！
Jtd493429618,2.0,造型很好 味道一般 黄桃不新鲜。沟沟壑壑健健康康快快快
GgV951025415,4.0,口感还不错就是迟到了……不d
SCc241552460,4.0,蛋糕不是很甜，造型好看。还按我的要求写了祝福语，感谢。
匿名用户,5.0,超级棒！！！！
匿名用户,5.0,物美价廉，水果新鲜！
cuplogic,4.0,味道很好，很赞啊
匿名用户,1.0,水果少，奶油多的不得了，做之前打电话沟通了让给备注少奶油多说过，要薄的一层就够了！结果奶油多的要死，吃的要吐了，我要没备注没提前告诉也就算了，告诉了还做成这样差评……………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………
airanerer,4.0,主打半糖，理念新。就枫糖牛角面包来说，口感不错。但如果五元一个就贵了，因为面包比较空，一个没有多少东西。商家给特价很好！
cowlr,4.0,"蛋糕还行吧，看到制作过程。
蛋糕坯抹层奶油，切点水果放上去。。。"
匿名用户,4.0,好
OWG243725085,5.0,不错 味道很好
匿名用户,4.0,特别好，好吃服务好棒棒的
小主1,5.0,真的好吃，强烈推荐，太好吃了
阿更家的牛头,4.0,网上订的，第二天就送过来了，特别及时，第一次吃他家的蛋糕，不油腻，口感不错，挺好的。
好先生大吉大利,5.0,服务很好，蛋糕样式也很多，各种网红蛋糕去了店里才看到，很高大上，性价比也高，不错不错，骑着电动车没法带，老板还帮忙用绳子绑住，服务态度一级棒，强烈推荐，不错不错，一定是好评
sOt795321669,4.0,水果新鲜，分量足，奶油好吃，性价比好，卖家服务态度热情，照片与蛋糕相符，下次会再来光顾的！
WXF561049352,4.0,挺满意的好评
李函季,5.0,服务很周到，联系迅速，做的很快，非常好。
hHm547003102,5.0,好吃！
daidaikmd,5.0,蛋糕口味不错，5个人只吃了一半，十寸真是不小啊，水果很多！忘记拍照片了，样子也很好看！以后还会再买的！
A1239371609,5.0,哈哈
嬴政2008,5.0,蛋糕很大，价钱很实惠，网上订购比一般实体店便宜很多！
cuplogic,5.0,味道很好，也很实惠哦
iizlx78,4.0,个人比较喜欢
燊灬燊灬燊,5.0,很不错，朋友推荐的，头一次买，有点小惊喜。
匿名用户,3.0,我想说在他家定了好几次蛋糕，都是网上定好然后电话联系，每次网上的电话都不是店里人员的，都要经过好几个人的周转，才能联系上，然后再加微信，发验证码和选择图片，有些麻烦
kZJ410302098,4.0,已经忘记是在这家店买过多少次蛋糕了，每个人过生日，都是我订！因为离家近，自取也是很方便。蛋糕的图片和实物是一样的！很好看！挺不错哒！价格也挺合适！
OXZ302437392,4.0,一如既往的好吃。蛋糕坯子很松软。
XIp408036266,3.0,价格实惠，味道不错，家人很满意
cys99,5.0,服务好，实体店在路边，挺干净，谢谢。
AMy25546,3.0,订的8寸的，还不错。水果挺不少
cbjlh007,5.0,每年都在他家订几个蛋糕🎂，服务很好，蛋糕新鲜
pif952990848,5.0,好吃，我当时和老板说多放些水果，不喜欢太甜的，水果真的超多，很开心
QEJ523483314,5.0,服务态度特别好非常满意💪💪
北漂者在北漂,4.0,【口味】还行 之前订过几次蛋糕，做的也挺快～99元10寸，相比之下物美价廉！
匿名用户,3.0,口感还行，可惜蛋糕买多了，留着第二天早餐也很棒
焱yan123,2.0,没什么要说的，就是一般般吧，送货快
Queena901212,3.0,实话，店很小，很难找。需要上门自提。但是口感还行。不建议买来送朋友，属于小作坊店。
浅月夭夭,5.0,一直购买，很好的店
西玛868,3.0,，好吃，孩子们都喜欢每年都跟他们家订蛋糕
C筱静L加油,5.0,订的生日蛋糕，我以为八寸挺小的，结果 那么老大…俩人吃不上… 水果蛋糕 上面水果和蛋糕里的水果都不少，鲜水果很新鲜！吃起来 奶油 甜 但是不腻！很好吃！去店里拿蛋糕时店里可真忙，人好多！ 不错 下次蛋糕就你家了，还便宜，还好吃！
W女孩儿啊,3.0,挺好的，就是水果内没图片上的多
匿名用户,4.0,忘记评价了 很不错的 性价比超高
Cau896653861,1.0,太可气了 我们开车七八公里去拿蛋糕 就是看了美团上别的买家买的蛋糕都是水果特别多很漂亮  结果拿到完全不一样!  外面一圈都没有水果  问她怎么回事  说是按图做的 那别人的是按什么做的? 别的图和我的不一样?  请问别人的图是什么样?  为什么做出来别人的几乎是满的 我的就少一圈!  我们花的钱不一样吗？ 还说是季节问题 人家点评也是有时间的  有不少也是冬天买的!   问半天人家就说自己做的一点毛病没有 是我眼瞎？   早知道买别人家一样价格还给送货的了  一个多小时自己取来  还生一肚子气!
mmW200223255,5.0,蛋糕棒棒滴！蛋糕胚子很好吃，奶油不腻，水果份量很足，基本都是鲜货，10寸蛋糕，很大，良心卖家。
绣绣881,4.0,口感很好孩子们都说很好吃
匿名用户,4.0,蛋糕上面是水果，全家人都喜欢。十二寸十三个人吃正合适。比店里便宜10元 #水果蛋糕#
浅月夭夭,3.0,好评好评！一直克瑞斯，真的是水果新鲜，奶牛细而不腻，很好吃，还会再来，全醒醒好评！！！
张华雷only,1.0,之前就不收送货费，前两次要收说明了情况就没有收，结果还是继续照顾生意，最近就非要跟我收路费，这边我一个人就买了上千元的蛋糕，还不算我介绍我师弟们买的，部队里买蛋糕本来就不能出去取，只是觉得寒心，都老主顾还一点感情不讲不想再多说什么。最后一次消费，以后找凯斯汀做蛋糕得了。
kZJ410302098,5.0,服务很好！蛋糕味道也很好！依照原图制作！水果新鲜！吃的很开心！每次订蛋糕都是这家！已经好几次了！特别强烈的推荐大家！性价比超高！买了不后悔！
QEJ523483314,5.0,服务态度特棒克瑞斯全体人员棒棒哒！！
pjX350760567,4.0,团过几次了，味道还不错，离家近，价钱便宜。
FfP543672000,5.0,水果很新鲜，服务态度好好，送的也很快，这个价格很是实惠，强烈推荐，
黄小贝。长命百岁,1.0,上当一次，一辈子都不来。。。。。。
李洁李慧超,5.0,蛋糕胚做的超级好吃，满意
QEJ523483314,5.0,蛋糕非常棒棒哒！好吃又好看😊
zcp914375727,3.0,送货及时！蛋糕不错，大小合适，还错。
gjP185164162,1.0,样子好看，但是真不好吃，奶油不香，蛋糕口感也不好。反正不好吃。水果倒是挺多。蛋糕加上奶油甜死了！优点：够大，水果多。缺点：不好吃！真不好吃！
fsy707276735,5.0,宿舍过生日固定蛋糕店 好吃又实惠
爱吃会玩,4.0,很好的水果蛋糕！
匿名用户,4.0,非常不错 开始对这个店名没什么印象，后来取蛋糕的时候才想起来以前在这消费过。店员态度很好。蛋糕很满意。下次还会再来的 #水果蛋糕#
hLX253178880,5.0,水果最实在的水果蛋糕……哈哈……自己看着做的，老板娘很热情❤️
